date,country,disaster_type,severity_index,casualties,economic_loss_usd,response_time_hours,aid_amount_usd,response_efficiency_score,recovery_days,latitude,longitude
2023-07-26,Germany,Volcanic Eruption,5.28,95,3324912.83,9.15,198357.44,97.54,53,-11.259,150.476
2023-08-29,Philippines,Extreme Heat,2.94,37,5406579.28,15.29,237912.52,85.81,31,-3.414,-105.502
2020-11-07,United States,Extreme Heat,3.92,110,1575116.43,8.5,223731.01,90.05,39,38.064,0.898
2019-06-21,Spain,Volcanic Eruption,6.06,118,6330548.4,17.15,61171.11,80.42,59,-59.818,-156.601
2019-06-17,Canada,Hurricane,6.89,190,1733507.76,12.56,358902.17,91.07,66,14.069,-24.705
2022-03-20,Nigeria,Extreme Heat,6.23,149,5874066.27,15.86,598630.55,83.92,54,-17.546,-64.572
2022-06-30,Nigeria,Hurricane,6.05,75,7049788.35,10.18,322962.78,84.67,53,-4.159,106.725
2018-09-26,United States,Landslide,2.8,53,4817950.28,15.63,201993.49,74.69,30,8.074,118.681
2018-02-03,Bangladesh,Drought,8.26,91,7554786.48,6.52,532078.32,87.85,76,-59.711,8.155
2020-11-20,Australia,Earthquake,6.37,161,3305949.47,10.66,302107.08,84.85,59,-35.398,19.836
2021-12-19,United States,Flood,4.4,213,4876412.1,6.82,150240.59,96.31,43,42.057,-146.16
2022-01-16,United States,Earthquake,4.92,76,1965911.33,10.22,450210.8,89.2,48,23.233,-98.602
2024-01-29,Indonesia,Tornado,6.22,123,3489632.02,5.36,243451.9,98.8,59,-21.502,133.24
2021-09-15,Australia,Wildfire,2.68,84,3834624.08,19.43,96694.8,68.12,37,-20.596,-146.615
2023-11-03,India,Volcanic Eruption,9.64,206,10432983.28,1.06,38875.02,97.71,86,-23.806,130.301
2018-04-26,Philippines,Landslide,6.57,154,3836154.63,11.35,481824.79,88.72,64,-48.235,7.382
2022-01-10,Indonesia,Wildfire,4.86,184,5045788.61,12.77,431756.84,82.36,33,-2.664,24.044
2024-09-08,Brazil,Landslide,5.19,139,2977471.46,11.8,395269.3,79.42,46,-17.388,56.788
2019-09-05,Mexico,Drought,5.75,59,4394802.54,10.05,150781.62,80.52,55,-28.676,76.878
2022-10-18,Nigeria,Hurricane,5.52,152,1990941.54,4.21,359088.65,89.79,50,-53.791,88.341
2024-06-03,China,Drought,7.87,123,3340005.68,6.81,488643.28,95.5,78,51.952,-162.749
2024-11-21,United States,Flood,3.4,123,5159139.02,10.88,169120.37,84.99,34,51.675,143.203
2024-06-11,France,Extreme Heat,5.28,123,9081438.05,12.7,181136.57,81.85,54,1.157,70.33
2020-08-24,Chile,Tornado,6.41,269,2110388.51,11.85,256540.46,96.94,62,25.824,-74.993
2023-07-26,Australia,Drought,7.36,332,9154777.5,2.77,279669.57,92.47,70,25.41,111.11
2021-07-14,Australia,Wildfire,3.58,157,2187813.51,14.16,209841.59,87.84,44,10.907,44.312
2024-03-31,China,Wildfire,2.1,15,1131455.25,30.03,127674.04,79.8,11,-11.649,28.122
2020-06-28,Turkey,Storm Surge,6.21,153,1137372.92,9.97,371953.8,86.8,64,44.963,76.89
2019-02-27,Chile,Wildfire,2.82,77,4493840.34,12.84,193200.44,79.86,28,56.886,-22.02
2024-03-13,Greece,Landslide,5.09,83,4134444.86,17.66,7933.12,90.11,44,35.078,-123.89
2023-02-16,Japan,Earthquake,8.41,253,10089154.59,11.78,340676.7,90.94,83,-33.114,32.828
2020-01-22,India,Hurricane,5.64,161,7341816.29,6.56,293551.7,92.82,53,27.924,47.402
2021-05-31,Philippines,Earthquake,7.09,234,15475811.37,3.14,507830.23,98.77,69,-25.555,120.799
2019-08-10,Italy,Extreme Heat,6.76,139,6465411.86,6.85,242732.64,99.5,68,-42.175,86.89
2021-10-21,United States,Wildfire,6.58,237,3640230.99,19.81,341924.22,82.4,69,13.736,1.467
2021-08-27,Greece,Drought,3.21,38,2802260.04,15.57,108726.15,77.54,37,48.118,-98.951
2023-06-24,Mexico,Storm Surge,2.81,81,1138041.18,13.68,130675.54,97.75,29,-27.892,47.52
2024-02-05,South Africa,Earthquake,5.53,103,3080331.09,12.08,279984.82,94.95,49,-16.93,-154.89
2022-03-15,South Africa,Wildfire,7.68,171,4658540.65,7.78,258930.97,98.2,76,35.091,29.548
2020-08-31,Brazil,Tornado,3.4,49,2057449.31,21.82,93204.65,77.84,35,41.107,-62.257
2024-09-04,Nigeria,Drought,4.12,26,8429672.03,10.03,97835.8,86.08,41,36.335,-31.536
2019-10-25,Brazil,Volcanic Eruption,4.65,27,5360602.89,4.47,304624.36,97.48,45,53.785,-9.777
2023-06-14,Mexico,Landslide,10.0,143,9398786.57,12.62,659285.55,82.89,101,14.195,109.299
2020-04-13,Chile,Storm Surge,7.01,44,5629563.12,15.97,254520.74,91.46,66,-3.094,-37.787
2021-11-14,Japan,Flood,5.43,113,3452876.53,1.0,361532.4,96.05,64,47.322,-107.71
2023-04-02,Bangladesh,Hurricane,4.42,82,5458217.59,7.08,218061.93,84.7,48,-26.048,14.389
2023-12-18,India,Flood,1.89,54,1584051.41,22.02,77656.05,80.26,21,-23.899,15.73
2018-03-11,Greece,Storm Surge,4.16,48,1670701.27,1.0,310821.78,100.0,47,-17.116,25.313
2021-03-31,Greece,Tornado,6.99,211,5318717.27,7.63,211530.31,95.22,70,-53.977,-162.306
2021-08-09,China,Drought,5.98,113,9400252.75,5.48,185369.17,100.0,62,51.472,-14.648
2023-03-14,Turkey,Drought,4.31,16,3392437.95,1.0,135325.78,96.69,46,-36.113,-132.809
2020-01-05,Indonesia,Earthquake,4.96,56,7917556.1,4.26,49618.27,100.0,47,-41.217,105.45
2020-10-04,Mexico,Volcanic Eruption,6.47,79,4016921.84,1.35,347844.8,100.0,69,51.716,-52.302
2020-08-11,Japan,Drought,7.95,200,3928558.19,12.45,421723.41,91.97,77,-35.881,61.519
2022-09-07,United States,Flood,5.28,112,2384435.91,1.0,219829.57,100.0,51,-26.659,100.446
2022-01-19,Philippines,Extreme Heat,4.99,96,7460837.49,3.69,330595.81,95.38,49,19.717,108.826
2020-07-26,Canada,Earthquake,5.87,113,6714659.82,5.07,432374.83,95.49,63,-36.241,-146.518
2021-12-17,Greece,Landslide,6.09,177,8891314.03,9.18,416999.39,92.97,70,0.692,-61.36
2018-10-13,United States,Wildfire,5.31,127,7334228.14,6.63,358628.67,91.39,50,37.602,-71.778
2024-01-12,France,Tornado,4.08,10,4941081.81,11.99,211289.89,90.57,40,47.187,21.721
2019-11-15,Indonesia,Wildfire,6.43,89,2747644.5,6.36,344928.25,95.24,65,44.881,-162.482
2021-12-16,South Africa,Flood,9.74,12,11266806.55,2.98,617473.85,99.33,96,-39.529,-62.39
2024-09-22,United States,Flood,2.83,42,2412414.51,11.13,197314.79,95.63,24,37.28,-21.197
2022-12-17,Spain,Extreme Heat,1.4,19,346964.86,37.37,49863.7,54.67,7,7.692,-162.903
2018-05-10,Australia,Volcanic Eruption,2.21,60,1331177.04,20.93,113393.68,73.42,14,-58.627,167.497
2021-08-13,China,Wildfire,4.5,144,3271366.45,20.26,191532.33,74.44,42,37.706,141.795
2023-07-15,India,Volcanic Eruption,1.0,24,843205.58,44.09,81259.26,53.03,13,-20.034,-143.59
2024-08-27,Australia,Extreme Heat,4.71,135,5443205.72,12.78,189788.34,88.3,45,-55.53,34.042
2024-04-24,China,Hurricane,2.52,24,1846567.02,20.02,154485.44,84.91,33,34.281,-94.842
2021-02-23,United States,Tornado,3.67,124,1516941.59,13.34,96291.47,83.08,29,-1.823,-12.217
2022-11-10,United States,Landslide,5.03,56,3493843.69,6.39,195997.68,96.96,56,-53.859,-48.002
2021-08-08,Spain,Landslide,2.53,50,2899291.39,19.05,233628.24,79.82,18,-44.641,-100.065
2018-10-17,Greece,Hurricane,3.81,82,4600493.03,10.42,202787.87,96.85,47,27.707,-115.729
2023-08-25,France,Storm Surge,7.62,233,10393144.95,5.5,365848.42,99.07,80,43.515,-122.663
2024-09-14,India,Extreme Heat,6.03,184,451640.73,9.74,147360.81,88.98,60,4.308,98.807
2019-10-01,Brazil,Landslide,4.31,51,6117541.09,13.98,321139.03,84.44,42,22.015,62.724
2018-10-16,Italy,Drought,10.0,165,2236653.42,9.13,693391.4,96.62,105,-12.506,150.431
2023-06-24,India,Hurricane,3.21,86,4009647.94,18.45,152756.22,86.78,34,-58.257,-81.055
2024-10-16,Greece,Tornado,5.73,87,8103521.6,7.74,317500.53,91.86,61,-3.011,-60.107
2018-07-01,Brazil,Drought,5.33,57,7903207.17,13.19,315653.04,88.04,49,36.051,-122.78
2020-09-18,Philippines,Tornado,5.08,67,6355797.83,12.98,368181.17,87.78,53,7.582,148.884
2019-02-19,Brazil,Storm Surge,4.31,36,2979431.52,14.25,192193.69,77.95,42,22.041,-40.757
2024-08-20,Italy,Drought,4.35,79,5292744.09,21.39,119139.62,86.04,43,-26.275,13.594
2018-08-13,Canada,Wildfire,7.24,174,7382520.52,8.82,152627.02,88.71,73,9.371,-62.487
2024-11-17,Turkey,Volcanic Eruption,2.36,48,1325644.95,22.58,140564.92,84.07,25,-19.877,148.808
2023-01-14,South Africa,Earthquake,2.82,40,1009684.03,18.93,114442.34,81.17,27,-41.161,-149.348
2020-02-18,Spain,Hurricane,2.42,55,3459808.7,16.19,106055.6,87.38,20,16.366,56.355
2019-08-31,Mexico,Earthquake,4.78,116,7072933.28,10.84,166662.79,90.54,45,-53.976,-28.046
2019-08-07,Greece,Wildfire,4.8,43,2701480.97,12.86,263174.6,85.27,43,-58.398,-97.015
2021-10-11,Chile,Tornado,7.46,186,15438110.38,2.37,168030.54,99.48,73,34.744,18.934
2024-06-04,Indonesia,Tornado,4.61,41,4666331.16,7.42,141230.6,89.6,38,-3.792,-62.29
2019-09-06,Philippines,Drought,6.89,131,6453562.96,13.37,265930.4,81.16,71,40.817,138.409
2022-03-23,Turkey,Landslide,2.77,3,3597387.25,18.36,116978.17,75.36,30,-49.702,-158.998
2019-04-08,Greece,Wildfire,4.03,111,5139844.72,7.81,96365.15,94.26,42,-45.732,-29.625
2018-06-26,United States,Drought,5.64,111,8366067.24,24.41,472928.95,76.89,60,20.636,-43.499
2020-09-19,France,Flood,4.53,7,8007293.87,7.13,106857.27,98.22,57,-54.371,21.706
2022-05-26,Nigeria,Storm Surge,5.98,105,9143195.66,9.76,143594.86,85.15,57,38.507,37.047
2021-04-05,China,Landslide,5.76,161,4664732.85,13.53,453510.1,85.69,50,17.148,-0.61
2023-04-30,Bangladesh,Earthquake,6.45,245,4993631.45,15.83,246145.86,83.44,70,-57.551,-70.852
2018-10-23,South Africa,Wildfire,4.48,28,6029504.15,4.4,307452.69,99.51,52,-17.284,-57.625
2019-09-20,Bangladesh,Tornado,3.23,36,3213542.56,12.77,56734.53,85.79,32,54.774,-132.583
2024-07-20,Nigeria,Flood,6.02,132,5393066.78,15.84,259379.56,81.02,59,45.768,87.979
2021-06-01,Germany,Storm Surge,6.14,93,7772105.87,10.54,227392.18,87.08,70,-46.243,23.12
2021-08-14,United States,Tornado,5.24,31,3311761.54,12.16,257077.5,87.84,55,-28.295,25.313
2021-05-18,Canada,Drought,3.4,73,3087788.0,15.26,145186.45,83.11,36,26.261,-1.069
2019-08-25,Turkey,Storm Surge,3.14,44,5646580.28,17.87,212233.66,82.37,32,-23.913,52.828
2022-05-05,Chile,Extreme Heat,3.36,76,3812631.5,18.49,150191.81,81.44,46,35.912,-32.92
2022-12-24,Brazil,Extreme Heat,5.08,59,6424699.55,10.23,164899.77,91.86,55,44.738,117.196
2024-11-15,Philippines,Tornado,3.67,119,2488827.05,9.0,193024.01,94.66,40,32.753,18.467
2022-08-30,United States,Earthquake,5.63,48,3136424.81,6.85,342829.0,91.19,61,-49.035,-156.59
2019-04-16,Japan,Hurricane,8.79,93,9016322.84,8.38,586382.06,92.73,87,-15.175,-23.137
2021-07-22,Philippines,Volcanic Eruption,1.87,29,2439899.97,32.41,51585.69,73.89,23,-37.725,164.588
2022-02-14,Canada,Hurricane,5.38,65,9144289.84,8.47,320135.54,87.49,46,14.329,144.238
2021-05-18,Italy,Tornado,6.35,151,7803711.5,2.21,416826.42,100.0,75,56.389,-49.178
2022-11-15,United States,Volcanic Eruption,4.48,13,3496822.45,8.75,233981.28,94.59,42,57.995,-65.769
2024-06-23,Chile,Extreme Heat,7.12,142,451391.79,6.52,266993.75,94.14,76,-48.307,-62.34
2020-09-14,Germany,Storm Surge,2.66,48,4831268.41,16.14,98890.29,93.2,29,14.729,28.86
2019-04-27,Bangladesh,Drought,7.85,103,6183394.27,1.13,472813.49,95.43,73,43.494,-124.659
2023-07-30,Chile,Earthquake,5.27,123,5090548.61,9.69,427808.13,95.51,52,29.241,-120.687
2018-01-06,Brazil,Wildfire,6.27,179,7296196.67,3.86,82699.9,100.0,62,33.721,166.41
2022-08-21,Bangladesh,Hurricane,5.95,66,5267977.16,4.09,178317.54,97.56,61,-58.54,-133.904
2020-09-18,France,Wildfire,5.25,110,6644128.25,1.0,345410.79,100.0,45,-38.775,-125.443
2021-03-26,Spain,Flood,1.18,3,1768226.41,34.69,63747.29,67.78,10,-43.951,137.788
2023-06-20,Italy,Flood,4.04,67,1409524.56,15.93,290882.78,85.1,36,10.596,74.304
2023-09-25,France,Hurricane,4.88,87,3425750.42,9.95,216199.97,95.73,44,-25.0,-164.926
2023-09-23,Bangladesh,Flood,4.56,51,4439685.44,11.81,203694.41,92.58,53,-23.544,-23.446
2020-09-25,Spain,Earthquake,1.0,28,976406.6,47.94,44667.08,55.1,10,25.882,-132.57
2018-07-28,Italy,Storm Surge,6.61,133,8395382.43,11.16,313500.85,92.67,68,18.5,-95.741
2020-10-09,Mexico,Flood,5.37,70,3109322.35,10.86,337323.52,87.5,57,8.303,131.265
2023-04-23,Japan,Drought,3.6,67,2556394.65,10.07,121815.02,100.0,41,-42.209,88.495
2018-12-30,Philippines,Hurricane,5.97,95,2617769.92,1.0,279160.27,100.0,54,-51.47,114.753
2022-08-17,Canada,Volcanic Eruption,6.13,134,6577812.92,21.09,340266.52,80.0,58,22.038,147.314
2022-01-10,Chile,Landslide,3.68,33,1260157.94,11.83,222265.28,78.84,36,3.836,-32.277
2022-03-23,United States,Flood,3.42,94,2745034.06,18.23,130555.21,84.13,34,43.507,1.316
2020-05-31,Indonesia,Earthquake,5.96,179,11490175.88,8.66,294347.22,98.46,56,2.846,105.75
2022-06-18,Italy,Wildfire,5.95,83,5531701.23,4.46,376834.95,94.41,53,-34.658,144.613
2021-04-22,United States,Drought,2.49,53,3831331.9,10.0,111018.7,86.96,29,30.726,-48.368
2022-07-05,India,Drought,3.07,60,1123651.9,21.6,96520.27,84.21,31,14.623,-93.518
2024-10-30,China,Wildfire,3.21,83,4421034.65,23.49,196536.21,79.81,36,38.649,-145.435
2019-10-30,Greece,Flood,1.0,23,1503876.49,49.15,39839.46,47.33,9,0.828,43.625
2024-04-27,Spain,Flood,4.73,104,4740588.6,13.3,112698.35,90.7,53,59.931,-10.758
2024-06-14,United States,Flood,1.65,25,2343227.66,31.24,44464.29,71.73,7,41.206,8.849
2019-04-19,Bangladesh,Volcanic Eruption,6.0,200,5923475.75,12.02,340243.76,84.23,57,-5.214,-55.744
2021-09-11,Bangladesh,Extreme Heat,4.38,76,6930557.92,18.41,294840.06,88.98,45,54.547,20.735
2019-05-19,South Africa,Landslide,1.0,20,612662.96,51.36,47162.91,50.21,10,-41.45,71.822
2020-11-23,Bangladesh,Tornado,3.9,45,2947761.8,14.5,302159.44,87.69,51,-22.728,-52.517
2023-01-17,South Africa,Drought,6.27,139,9844097.62,1.0,232886.2,100.0,59,-25.684,152.153
2024-09-23,Bangladesh,Drought,7.87,118,11085718.21,6.64,699655.84,97.06,81,3.35,-70.382
2020-06-02,Greece,Flood,4.29,61,4439016.58,14.0,243486.95,78.75,41,-42.545,13.156
2018-02-27,Brazil,Extreme Heat,5.65,58,6799709.3,6.3,349333.18,92.6,56,34.022,156.587
2021-12-11,Spain,Drought,5.35,135,7633372.56,3.05,265579.65,97.65,69,0.242,56.955
2020-02-15,France,Volcanic Eruption,6.8,144,2614616.8,6.14,654584.74,86.38,66,-21.032,-37.22
2019-03-19,Japan,Volcanic Eruption,7.64,322,6904552.77,9.4,532541.18,94.09,77,23.754,155.236
2020-03-20,Nigeria,Flood,7.8,250,9743354.54,14.88,419430.33,86.28,76,-47.086,-80.003
2023-08-04,Germany,Wildfire,1.0,22,1100013.49,42.19,36670.32,62.94,3,-22.669,160.533
2022-11-04,Italy,Drought,4.97,142,2255493.68,10.13,287800.72,94.26,51,-29.839,-74.861
2019-12-30,Indonesia,Flood,5.94,90,7216742.71,12.06,132475.58,90.25,73,8.999,-89.136
2021-07-31,China,Landslide,3.93,85,2441227.8,18.42,236172.88,81.21,43,-48.097,87.277
2020-01-30,Italy,Volcanic Eruption,6.9,57,8480364.38,8.75,346480.18,91.3,73,8.751,-125.326
2023-01-16,Mexico,Hurricane,2.17,32,2300127.36,19.5,104996.1,78.84,26,-56.095,52.576
2021-11-29,Japan,Storm Surge,5.01,187,5030427.21,15.08,307481.93,92.14,48,-45.451,-95.782
2020-01-26,Spain,Flood,5.45,38,1566338.97,13.13,193213.36,91.9,54,40.641,-116.924
2021-12-09,Canada,Flood,6.82,191,1475889.04,5.61,198634.37,78.77,64,6.361,94.788
2018-12-23,Germany,Flood,1.72,33,1067778.2,30.49,88936.28,74.07,21,49.192,14.049
2020-01-13,Bangladesh,Tornado,6.68,154,5533817.16,4.73,242373.93,94.28,71,-41.117,-129.164
2020-06-03,France,Extreme Heat,6.94,32,7609071.91,7.25,200857.76,96.55,79,57.252,151.502
2024-12-27,Indonesia,Wildfire,4.13,81,5218192.22,24.02,280573.48,72.7,37,-2.091,-3.091
2018-04-28,Indonesia,Tornado,5.0,96,6929842.4,9.6,271934.66,86.63,49,14.763,120.426
2021-01-01,Greece,Flood,5.98,250,5871194.7,9.4,239875.01,86.71,62,39.203,-44.388
2019-08-18,Mexico,Landslide,5.95,41,1896213.55,12.84,206180.96,87.87,60,16.617,-20.506
2019-03-11,Italy,Extreme Heat,5.33,93,7046171.09,14.96,266553.26,78.09,47,7.349,-105.555
2021-07-11,Bangladesh,Extreme Heat,7.83,95,11552827.53,1.0,194983.77,100.0,74,-43.82,-7.114
2023-09-14,Australia,Wildfire,7.64,151,4210262.01,1.0,667153.85,98.04,75,-29.622,122.863
2021-07-23,South Africa,Extreme Heat,4.56,101,5081074.85,10.68,69803.22,93.0,44,-45.09,-117.957
2021-12-13,India,Volcanic Eruption,7.12,259,7064287.72,7.64,309867.9,85.78,78,22.343,106.585
2019-09-01,South Africa,Storm Surge,4.22,93,584152.66,5.88,21194.41,94.84,37,-5.937,71.942
2018-07-24,China,Storm Surge,4.06,86,940115.46,9.08,221595.93,91.56,29,39.52,-151.954
2022-05-26,Spain,Flood,5.85,50,6403871.26,9.22,453342.91,90.76,56,-45.42,-123.086
2019-03-11,India,Flood,2.95,69,784317.75,12.43,28720.28,80.06,34,53.474,-3.432
2021-04-01,Australia,Earthquake,3.26,54,1723608.91,19.88,137470.18,80.26,28,25.362,-1.216
2023-05-04,Bangladesh,Hurricane,8.98,57,6536518.68,12.38,419152.51,89.81,92,-24.09,-153.24
2023-03-12,Turkey,Flood,6.06,187,8433415.23,1.0,391550.5,97.1,63,27.385,-126.343
2024-05-03,Bangladesh,Hurricane,2.65,73,2070317.16,15.78,177501.0,81.43,26,41.966,91.127
2022-09-01,Japan,Flood,5.27,118,4422539.73,7.44,211059.19,96.93,53,21.469,158.417
2024-06-29,Canada,Wildfire,6.93,190,9250229.21,4.44,357763.12,85.89,61,-22.137,151.406
2023-05-15,Japan,Volcanic Eruption,1.0,16,1642799.44,51.19,35933.78,55.62,8,-46.575,-35.505
2023-07-01,Bangladesh,Landslide,7.95,29,8087628.09,1.0,377675.51,89.92,76,44.244,152.482
2022-04-25,India,Landslide,6.85,174,8640940.59,6.43,260514.3,92.28,70,58.931,-152.728
2021-10-17,Italy,Extreme Heat,6.13,25,6472914.82,9.69,222906.41,93.05,55,44.867,163.069
2021-03-21,Chile,Extreme Heat,5.64,39,4131172.71,5.04,432121.06,93.28,51,34.358,102.4
2021-03-21,Italy,Wildfire,7.01,143,8007918.74,3.59,548042.16,94.7,68,-19.051,136.484
2023-09-25,Spain,Extreme Heat,5.79,144,12627708.75,13.8,317404.24,80.96,52,-11.516,119.738
2022-09-29,Mexico,Extreme Heat,5.1,195,8577574.55,11.92,104465.64,82.93,49,7.081,166.388
2019-03-13,Australia,Drought,4.86,77,7728537.41,16.79,204236.94,80.96,46,-39.343,-57.835
2022-08-30,China,Volcanic Eruption,4.08,97,3465051.62,17.12,185545.57,78.99,40,-9.409,157.522
2021-11-06,Mexico,Flood,4.65,94,4074667.93,1.0,172293.39,100.0,43,-15.738,-62.556
2023-03-25,Italy,Flood,1.31,27,1898442.3,44.9,84095.09,60.28,17,39.573,167.424
2018-11-19,China,Flood,5.3,45,5028840.91,12.49,271049.87,93.34,54,-41.843,153.765
2022-08-17,Brazil,Extreme Heat,4.31,104,2656598.48,11.48,191536.92,83.28,46,2.09,-161.879
2021-05-06,South Africa,Hurricane,3.12,70,2540119.86,16.96,158508.52,80.07,31,-20.901,156.63
2024-08-13,France,Landslide,5.15,167,9902445.52,4.4,188526.36,84.0,45,-1.009,-5.157
2022-02-13,United States,Tornado,3.13,3,612136.27,13.93,123780.48,83.84,26,18.331,-41.968
2022-11-14,Greece,Wildfire,10.0,237,9754072.46,11.21,464183.97,81.85,96,50.049,-89.672
2020-01-19,China,Tornado,8.2,135,994148.2,9.7,464525.56,87.32,82,-35.28,39.537
2023-04-28,Chile,Extreme Heat,7.64,207,6794369.18,12.16,613346.79,82.94,87,-58.611,-164.408
2018-12-03,Turkey,Drought,5.21,139,5494829.91,12.15,316848.65,85.28,53,35.567,-35.924
2021-09-03,Bangladesh,Wildfire,7.26,106,10919052.18,1.0,461759.83,100.0,74,4.1,126.443
2020-01-24,Brazil,Extreme Heat,2.32,66,4135268.46,23.42,97813.87,71.98,23,-48.176,43.206
2021-01-24,United States,Extreme Heat,6.16,11,10339704.61,1.0,430265.55,100.0,66,55.838,77.279
2019-09-27,Philippines,Tornado,2.32,70,5106752.5,19.97,128559.52,72.96,19,-10.455,-52.033
2019-04-24,Australia,Volcanic Eruption,4.43,30,2061518.84,8.72,271568.9,84.15,44,36.215,-146.68
2023-04-19,South Africa,Wildfire,1.84,35,3131575.97,27.47,136636.01,72.67,20,-15.099,44.413
2018-05-16,Mexico,Wildfire,3.31,89,2275367.15,8.39,162549.79,84.08,36,-57.057,-137.644
2022-11-16,Spain,Hurricane,8.87,152,7812842.83,7.92,548751.84,92.72,80,6.444,-52.565
2023-04-08,Turkey,Storm Surge,7.41,227,2885600.14,1.0,774386.45,95.37,67,33.357,163.499
2019-11-23,Greece,Earthquake,1.0,14,1275704.65,57.58,42415.25,33.32,12,43.784,-103.979
2020-09-09,Germany,Wildfire,5.58,72,4693702.19,9.37,369046.99,93.41,57,-21.716,5.64
2024-09-13,Italy,Drought,5.1,200,6483699.31,14.96,344255.42,86.81,58,-8.019,102.598
2021-06-15,Indonesia,Extreme Heat,3.48,98,1190562.31,14.11,39671.66,79.59,32,-13.046,-16.869
2022-05-30,Nigeria,Flood,8.64,158,11817416.3,13.1,393579.36,95.51,86,29.709,37.676
2021-08-31,Brazil,Drought,2.95,91,3870673.55,14.8,90961.51,90.24,23,-21.201,-135.345
2018-07-30,Spain,Landslide,1.0,31,1441433.5,51.4,44409.07,52.02,6,35.297,-64.313
2018-01-28,France,Flood,5.36,202,5273154.12,11.33,124863.5,86.3,52,-25.165,-78.624
2024-03-29,Turkey,Drought,7.21,292,8444361.86,1.0,190439.28,100.0,68,-28.826,-42.745
2020-05-06,Nigeria,Storm Surge,6.56,154,6704284.11,8.71,351795.52,84.67,64,-35.977,99.312
2019-01-14,France,Volcanic Eruption,9.27,83,4031127.66,2.92,814881.93,92.55,90,-6.265,-22.866
2023-09-11,Germany,Hurricane,2.97,43,2552844.89,18.64,51731.03,82.59,24,38.878,127.249
2021-01-12,Nigeria,Storm Surge,5.89,29,5074699.78,3.54,306780.32,100.0,61,-57.362,80.017
2023-03-19,Italy,Volcanic Eruption,6.25,120,5636455.55,6.98,281020.65,89.9,58,56.709,-10.586
2023-09-25,Philippines,Wildfire,3.5,59,1830527.64,14.76,68786.01,87.02,34,-57.086,126.563
2018-10-29,Bangladesh,Volcanic Eruption,8.31,274,3906015.99,5.69,470181.26,91.28,78,-24.361,166.942
2020-11-16,Australia,Landslide,5.47,145,5559745.25,7.91,253581.58,86.43,58,-53.695,-0.943
2023-04-28,Greece,Flood,5.41,114,6705080.81,22.03,474396.21,80.22,51,-31.687,-132.629
2023-01-18,Chile,Drought,6.72,119,7166364.65,11.38,405218.32,89.58,70,29.735,-119.391
2019-04-14,Germany,Wildfire,7.19,49,9160008.47,2.18,422917.62,91.92,72,-13.136,135.745
2019-03-31,Japan,Flood,5.25,100,6994863.78,7.56,237388.03,92.02,49,28.217,-152.867
2021-08-28,China,Storm Surge,4.1,111,5671134.58,7.8,260199.52,84.87,39,-29.761,21.07
2018-12-10,France,Wildfire,2.73,56,2740575.1,24.58,208469.51,73.19,27,27.829,141.25
2022-02-02,Turkey,Flood,3.24,43,746048.28,17.66,114359.81,78.61,29,9.185,-64.204
2020-02-11,Canada,Hurricane,4.03,44,5638204.62,12.14,146610.09,87.51,39,-30.327,-133.522
2024-01-02,Bangladesh,Storm Surge,4.64,119,5508425.84,19.93,141508.45,88.49,48,-29.714,-21.145
2018-07-04,Canada,Storm Surge,4.82,52,3412410.88,10.59,137363.56,88.94,57,-47.848,-11.158
2018-08-01,South Africa,Storm Surge,5.53,135,2691258.9,11.11,104077.48,77.47,57,22.853,-57.908
2023-03-30,Mexico,Hurricane,5.26,178,567328.0,13.22,239265.64,90.29,45,-52.625,-127.998
2020-07-20,Mexico,Landslide,5.94,26,10027188.03,5.2,272105.7,96.59,54,12.388,80.96
2021-10-21,Chile,Landslide,6.47,204,1381551.73,5.1,247291.48,89.72,64,50.313,133.444
2020-10-24,Indonesia,Landslide,5.78,66,10463277.06,8.25,305135.61,92.72,50,-8.431,23.262
2021-11-13,Nigeria,Earthquake,1.85,59,3051824.03,30.83,75546.06,65.4,15,-22.554,-54.19
2018-06-14,India,Storm Surge,1.0,16,948375.4,47.22,35886.55,53.87,15,33.883,-113.442
2020-02-04,Bangladesh,Flood,2.98,43,2654299.85,22.36,115720.69,78.14,27,55.706,12.598
2021-04-23,Italy,Earthquake,5.17,131,3438537.19,11.55,74811.24,92.04,47,35.955,-28.989
2020-10-10,Japan,Extreme Heat,6.13,152,14370722.01,12.27,455209.54,89.11,62,37.289,-160.811
2021-02-17,Mexico,Drought,1.19,40,2344284.54,40.4,42703.25,56.62,10,-9.564,-164.768
2023-02-28,Bangladesh,Storm Surge,3.41,76,5023150.88,13.41,201785.81,91.43,32,24.617,-149.804
2023-10-15,Bangladesh,Landslide,8.25,324,13727245.24,7.08,244980.13,95.77,84,-17.942,-40.12
2019-09-15,Italy,Storm Surge,8.67,142,5474844.38,14.64,393571.41,85.46,83,-22.431,-54.466
2020-10-08,Nigeria,Hurricane,5.39,107,5368208.74,9.63,273171.34,84.13,59,-29.595,132.418
2021-07-31,South Africa,Storm Surge,6.71,172,4311407.55,12.74,326316.41,85.23,66,-23.002,15.822
2019-12-27,United States,Wildfire,4.71,39,6534331.68,11.0,317636.15,86.14,49,54.144,56.216
2021-01-29,Philippines,Landslide,4.82,76,5663328.94,13.39,182679.19,94.5,46,-13.184,-101.538
2024-11-29,Bangladesh,Drought,9.37,117,7781909.34,1.0,467916.57,100.0,88,-19.436,-27.567
